"Latitude","Elevation","Size"
8.62732560373843,3.92087074695155,35.0023874555714
23.6491540633142,19.5930577511899,110.10057543274
12.269307654351,10.305494167842,57.345585157536
26.4905221201479,19.7027438390069,119.737828802504
28.2140185288154,9.61119727464393,109.330597340385
1.36669498169795,5.63073357800022,13.5602680138545
15.8431646414101,23.4688290394843,90.3078647190705
26.7725713318214,2.8078496013768,93.6452218971681
16.5430504339747,14.0033712470904,77.4937519404804
13.6984420591034,15.3451637970284,70.1680741320597
28.7050003604963,17.9996687779203,124.387121245125
13.6000246857293,9.98470620950684,61.2636121386895
20.327119063586,14.6583910100162,91.1427320977673
17.1790020586923,28.6342148249969,103.02082057544
3.08774047996849,14.487071915064,33.4614908623975
26.9947491120547,26.7105066636577,132.629325204995
7.3826320306398,27.433145607356,68.4771976338001
1.26178600592539,18.2620494696312,33.4210265511414
9.83762157848105,12.3206932959147,52.4723891298054
28.6351094744168,4.41284072818235,102.4154597149
26.6861794819124,28.0589940981008,133.75936823173
20.784102184698,9.03686699923128,83.6700474738143
19.2152044130489,1.82161714648828,66.9012181298342
29.8280932987109,28.4318082011305,144.818443806516
19.6711739734747,21.6178882028908,100.093630456296
21.2559140450321,4.26882886793464,77.6123199586524
16.3219807413407,16.4785396819934,80.7178593598539
17.8242606134154,28.6227371566929,105.151167293382
8.67479211883619,17.5645005935803,56.990258705453
4.41340941935778,12.1353084524162,34.1131468903273
28.8907269760966,19.4368043798022,127.305007838085
27.068971353583,9.5946185127832,105.491064227885
20.7211583526805,9.23160032602027,83.7720178360585
23.8640225306153,6.5930289379321,90.0160413276404
0.738410535268486,11.0846659750678,20.1943726425525
14.3338791327551,29.5265761041082,94.9743392786477
22.753786125686,4.62606902467087,83.1718182380078
6.49223807500675,2.73131999652833,25.9892647842178
9.54543022904545,4.25720723345876,38.5978142362554
6.94877356057987,20.7002130453475,56.2597568292869
4.28400067146868,18.5776945017278,43.9900334387552
12.4363900744356,26.7418235144578,84.2000965710031
12.4117297888733,20.1899727783166,73.6350166422548
11.0653635277413,22.1123321377672,72.227391967806
4.57334243226796,15.6340717733838,40.2437451368663
4.16418190347031,19.7951534902677,45.5389713229844
6.99102298356593,24.6541638043709,62.726768622268
13.9788735075854,23.5884465510026,84.2911632618634
7.97917921096087,29.394657521043,73.6021188061684
25.7348314602859,13.1829460873269,106.789702502475
1.37493500020355,9.35106606222689,19.5402392502408
13.2660022261553,12.2842485783622,63.8305851384765
23.9677453693002,0.314013354945928,80.3150134476833
3.6569777992554,5.5154857202433,21.0025132239098
16.8284395127557,25.2818795666099,96.4897108840523
6.19594168849289,6.93485346157104,31.728251361195
3.82594950729981,7.17299866955727,24.2172097306
22.5992359290831,2.30073496000841,78.9366315798601
26.851360774599,7.37171034095809,101.209767924948
11.2338832765818,21.9640561658889,72.5513211764395
19.9534558388405,25.4235949530266,107.122759868181
2.84521982772276,14.9258180125616,33.3558908464154
11.5190891339444,11.6372708952986,56.9782002485124
8.23150933720171,7.39346982445568,39.2404778120108
24.4392011663876,3.33289383910596,86.7151700266404
13.4554902417585,11.6998330573551,63.5265153968241
24.301930591464,17.1580594195984,108.378323940933
24.3716852855869,6.50678288424388,91.5685646157945
23.8302696333267,13.3430400607176,100.703661976126
13.1949506280944,6.53972006170079,54.4027376902755
22.6342547591776,15.0689868978225,99.4824473845772
18.8766339467838,10.6171371554956,79.8466104915831
21.3054720405489,19.4995547644794,102.146509518195
0.0187431997619569,11.2414186983369,18.0486847725464
14.2594972229563,10.6633614236489,64.5455040302826
6.60356655484065,16.0106383636594,47.6068980094744
11.3944961316884,22.2100308118388,73.4797214174643
18.3831300982274,6.63308813469484,71.828764242609
10.553937277291,12.3823835584335,54.9564248268725
3.33406273042783,7.97060060547665,23.8553898610873
7.30858418159187,18.8991916039959,54.5762918910943
20.0416676234454,5.51485472358763,75.5625207438134
12.5294033903629,25.9093233430758,83.1778306388296
23.645875020884,22.3970401240513,114.576028018026
3.08593932772055,20.048539491836,42.353841148247
13.0467822449282,18.5405361978337,73.1106427921448
29.5487093995325,11.1671418067999,116.264629191323
26.7915334319696,15.8950705756433,114.647919249488
26.5940718236379,26.2404702859931,130.543011630303
5.25157950818539,17.4525029934011,45.4117645516992
