"Age","Sex","Male","Size"
8.55790988309309,"Female",0,18.6772472344859
3.81203348422423,"Female",0,8.41430897692649
7.37461289996281,"Female",0,14.4915104726092
3.3851602547802,"Female",0,6.558586386535
6.34908874635585,"Female",0,12.416948553852
5.33160820440389,"Female",0,11.2384911910715
3.38529458316043,"Female",0,6.60118469832414
6.08131391298957,"Female",0,13.7129612443598
9.218694007257,"Female",0,21.1174751669345
9.11686950549483,"Female",0,18.2041146301615
3.46749959350564,"Female",0,8.56519026499141
3.89334480767138,"Female",0,9.40192340814349
9.87076795939356,"Female",0,21.0072979819472
6.57993979169987,"Female",0,13.3531782967781
9.43582680239342,"Female",0,19.7760915194823
5.19879432092421,"Female",0,11.1732723737122
4.661493339343,"Female",0,10.7733783052624
6.93307291786186,"Female",0,14.5681948308407
2.37111955159344,"Female",0,6.52381781253537
6.15580352395773,"Female",0,13.0119423617018
3.1485342415981,"Female",0,8.13923765565966
9.6612304279115,"Female",0,19.4831192504902
6.41229153377935,"Female",0,12.8164588717522
5.63526754523627,"Female",0,14.8633670384265
4.62316007982008,"Female",0,9.91283408911182
8.92221887107007,"Female",0,19.0830198153727
4.27682678308338,"Female",0,10.0629093053938
3.5941535262391,"Female",0,7.8012825519112
2.53580711595714,"Female",0,6.48510386736517
2.54954571742564,"Female",0,6.39426305675936
5.33838344970718,"Female",0,11.504462493301
3.27668435662054,"Female",0,7.60560314006132
2.94629310653545,"Female",0,6.86533241008013
7.06938749272376,"Female",0,16.8415365046605
1.42897264682688,"Female",0,3.26487641663549
7.30767778726295,"Female",0,14.7385585608662
4.16699774609879,"Female",0,9.36422621153444
4.68049598135985,"Female",0,10.6093765622742
8.38856191560626,"Female",0,18.1263426143407
9.26971613336354,"Female",0,19.1727400005582
3.54275497095659,"Female",0,7.23484903473623
9.64994314336218,"Female",0,21.310434427596
7.55554985441267,"Female",0,15.8313793984625
7.17737573804334,"Female",0,14.662341185964
1.47559548495337,"Female",0,3.76216731475387
4.55698121176101,"Female",0,9.95622170804318
5.30060841864906,"Female",0,12.489153069069
6.04227937315591,"Female",0,13.1523485800696
7.28435435378924,"Female",0,16.1719517357261
9.24115184578113,"Female",0,19.0828700778245
6.5651610463392,"Male",1,24.8670393866829
4.85579357878305,"Male",1,19.3076320071565
5.87872330495156,"Male",1,22.7118367373935
1.52630639728159,"Male",1,8.86262850546273
3.34771171351895,"Male",1,13.9944939138945
4.57436757977121,"Male",1,20.320873447112
2.77970263012685,"Male",1,13.8196749493185
8.48734806547873,"Male",1,29.4610271071362
2.3759850054048,"Male",1,11.6390222828701
8.2307668782305,"Male",1,28.7439165670136
5.92143540899269,"Male",1,24.5233545060851
6.96085877809674,"Male",1,26.932506715437
2.54528644494712,"Male",1,12.4237432894843
6.69749823841266,"Male",1,25.5270499626237
3.80682772095315,"Male",1,16.0890112045244
7.52098911767825,"Male",1,27.1819698373423
4.59045842196792,"Male",1,18.1404929956236
9.72420770023018,"Male",1,33.6969292867229
9.70658533554524,"Male",1,35.4404819805051
7.54032285115682,"Male",1,27.5777460534021
3.31495071807876,"Male",1,15.0402483433784
2.99609141191468,"Male",1,14.1832241794233
6.33741086511873,"Male",1,24.9982132981445
3.40769288921729,"Male",1,14.810227602896
5.77963358978741,"Male",1,21.5448950490486
8.06762504158542,"Male",1,30.5434326706788
2.51254729484208,"Male",1,12.184711311002
4.63959262915887,"Male",1,18.3403251115247
5.2441864986904,"Male",1,19.7435410009646
8.8129612619523,"Male",1,30.4111112080027
9.3313716026023,"Male",1,32.5349360243685
8.93779803370126,"Male",1,32.307782754837
7.06768158264458,"Male",1,27.0909232590775
9.55150281405076,"Male",1,34.2205791252208
5.6480040482711,"Male",1,21.6530863071371
6.18867119168863,"Male",1,23.6138135249736
4.02698085317388,"Male",1,16.5172653885776
4.12592168268748,"Male",1,16.8039905188032
1.18021870497614,"Male",1,9.24837651410996
5.52531741070561,"Male",1,20.763478169234
8.83939072280191,"Male",1,33.0824073407997
1.05670705554076,"Male",1,8.09786549144959
1.64851411595009,"Male",1,10.1171734091537
2.47790102497675,"Male",1,11.8428809111386
7.93300666846335,"Male",1,28.3395090535794
7.61665875231847,"Male",1,26.7963633511112
9.74688072106801,"Male",1,34.0943018525059
5.19825139152817,"Male",1,20.9299400985241
1.66946061979979,"Male",1,10.2678253347285
6.83936311886646,"Male",1,24.8928601669556
