"","precip","y_hat","error","biomass"
"1",2.87577520124614,10.6273256037384,3.57382627360616,14.2011518773446
"2",7.88305135443807,25.6491540633142,0.995700956458479,26.6448550197727
"3",4.089769218117,14.269307654351,-3.93323431325928,10.3360733410917
"4",8.83017404004931,28.4905221201479,1.40271180312737,29.8932339232753
"5",9.40467284293845,30.2140185288154,-0.945582815455868,29.2684357133595
"6",0.455564993899316,3.36669498169795,-2.13564741197369,1.23104756972426
"7",5.28105488047004,17.8431646414101,-0.43594982931659,17.4072148120935
"8",8.92419044394046,28.7725713318214,-2.05200889661448,26.7205624352069
"9",5.51435014465824,18.5430504339747,-1.45778245858228,17.0852679753924
"10",4.56614735303447,15.6984420591034,-1.25007853569851,14.4483635234049
"11",9.56833345349878,30.7050003604963,-3.37338662148483,27.3316137390115
"12",4.53334156190977,15.6000246857293,1.67557408898905,17.2755987747183
"13",6.77570635452867,22.327119063586,0.30674623567303,22.633865299259
"14",5.72633401956409,19.1790020586923,-2.2762738740239,16.9027281846684
"15",1.02924682665616,5.08774047996849,2.50762984213985,7.59537032210834
"16",8.99824970401824,28.9947491120547,0.852928442953627,29.8476775550083
"17",2.4608773435466,9.3826320306398,-0.590142965984542,8.79248906465526
"18",0.420595335308462,3.26178600592539,1.79025132209004,5.05203732801543
"19",3.27920719282702,11.837621578481,1.75626697506608,13.5938885535471
"20",9.54503649147227,30.6351094744168,1.64316216327497,32.2782716376918
"21",8.89539316063747,28.6861794819124,1.37728050820018,30.0634599901126
"22",6.928034061566,22.784102184698,1.10783530707518,23.8919374917732
"23",6.40506813768297,21.2152044130489,-0.123823421153443,21.0913809918955
"24",9.94269776623696,31.8280932987109,-0.611925327479834,31.216167971231
"25",6.55705799115822,21.6711739734747,-0.760942002024765,20.9102319714499
"26",7.08530468167737,23.2559140450321,-1.38941395784103,21.8665000871911
"27",5.44066024711356,18.3219807413407,-0.415834556039198,17.9061461853015
"28",5.9414202044718,19.8242606134154,-2.53079270313653,17.2934679102789
"29",2.8915973729454,10.6747921188362,4.33791193067703,15.0127040495132
"30",1.47113647311926,6.41340941935778,2.41592399660998,8.82933341596776
