"","x","y"
"1",4.7068183356896,9.8562940204343
"2",3.65845473250374,8.95436592675881
"3",1.21272054268047,5.59600563363357
"4",0.46993680531159,4.61530070955668
"5",2.62796304188669,7.92998684650036
"6",9.68641167972237,2.82311773974791
"7",4.88495482364669,9.58488569069977
"8",4.77822029730305,7.96180294032318
"9",7.48792881146073,8.114040434162
"10",6.67640231316909,8.03426421294248
"11",0.494155967608094,4.81632266763685
"12",6.95105244405568,7.85654902475351
"13",3.63261566730216,8.40847371495333
"14",8.84133607381955,6.22152692636
"15",7.75297229643911,6.5936130864933
"16",1.39203641330823,6.64528556938104
"17",2.95009271241724,8.07453697397444
"18",1.2608278542757,6.95977430964671
"19",5.8990162378177,8.59947574488806
"20",5.61675608856604,9.67988411044039
"21",6.88721120124683,10.2117793930084
"22",3.11270809033886,7.19992276761977
"23",6.05586841469631,7.18754811053646
"24",9.91034318925813,4.90265242818065
"25",7.43204915197566,7.70769323643715
"26",0.758571303449571,4.56524563537337
"27",4.51168906409293,10.0717222275151
"28",0.535369345452636,3.69300313791086
"29",3.3955551404506,8.08875188857482
"30",7.3395214881748,7.75501528988574
"31",0.0410694046877325,3.10228591262024
"32",7.71909482311457,8.02705082985325
"33",4.62975211208686,9.72949008872362
"34",7.20840350026265,8.18513079394829
"35",6.66505717206746,9.04681898491901
"36",5.72073720628396,9.32950428934637
"37",7.03812950057909,9.07468423596791
"38",6.5722106047906,7.79511525532685
"39",2.89352145045996,8.90688016594565
"40",0.972394556738436,4.39363316286744
"41",9.62421321077272,5.4700558671415
"42",7.36334029119462,9.371350406196
"43",6.12723468570039,9.79081239668937
"44",1.19928880827501,4.04969288792112
"45",5.50259046489373,7.6819796009889
"46",2.62756277807057,5.65431098928418
"47",8.98360831197351,6.62212452203413
"48",0.0917994580231607,3.34692289867599
"49",2.36234935931861,7.08428839680714
"50",1.30044595338404,5.84864087900551
"51",3.26233146712184,7.00706490001146
"52",7.2639888827689,7.03648296642085
"53",9.91745235398412,6.15763474920502
"54",7.15133527759463,8.84824453233308
"55",5.04439810989425,6.99935827006096
"56",4.36047671828419,8.20332968779337
"57",9.48825250612572,4.87570877789476
"58",1.20181487640366,3.07289406277923
"59",0.751451766118407,4.55138130720051
"60",8.89021492796019,6.47475228290308
"61",4.24452095059678,8.14880017567058
"62",0.423606787808239,4.03106642949581
"63",6.47442143643275,9.2860441086849
"64",4.68619162449613,8.62511020400606
"65",6.17926123319194,7.86909813366517
"66",2.70815432537347,6.36137142581863
"67",1.57295286655426,5.56875041039511
"68",1.14254270214587,5.36012970214988
"69",5.07682863157243,7.47462289865917
"70",5.48032287508249,8.37022789459516
"71",1.40646189451218,6.42412673826361
"72",1.6976905008778,5.76831336390238
"73",7.61985323159024,7.09009640681037
"74",5.27394940610975,8.26533602291699
"75",8.60989357577637,7.99098756739958
"76",6.7355498787947,8.8549699282519
"77",0.130410296842456,4.49443516157246
"78",6.93198901368305,8.35363098107982
"79",8.9171373215504,6.93178889754156
"80",6.3185017532669,7.89232300109903
"81",1.07294654939324,5.54404519410293
"82",9.21065203845501,5.6444705594916
"83",6.75362381152809,6.87662389258538
"84",1.48593712598085,5.70242557201955
"85",7.45341842295602,9.85306774986464
"86",9.42598861875013,6.66002451772807
"87",4.20783375622705,9.39386521679247
"88",2.97723078168929,7.71781472353285
"89",2.59426670148969,6.36853667534068
"90",2.22881316905841,6.36121601734426
"91",5.65654343459755,8.28047170943522
"92",7.56650132825598,7.35895325363996
"93",6.69603545917198,9.02559784558574
"94",5.46522794291377,7.35672341922114
"95",8.11463657766581,8.24312046567786
"96",7.5916680204682,8.67347232722237
"97",0.200684661976993,2.19549758484573
"98",3.80903700133786,8.64598868261529
"99",0.508801136165857,6.40123077736676
"100",7.97902937280014,6.94115951189734
