"Sediment","Organic","Clarity"
42.5065616315429,37.6989714830129,33.7865264827056
5.17824086860118,2.70087017527343,50.2697988538123
68.7288584524384,47.0208259584922,22.6475471960939
47.2258713774337,54.3417869024102,29.2615555372595
63.9311392920127,46.2082657273139,23.1995773492532
29.4181233430853,23.6882135320986,38.3382052457788
18.4738484781095,21.4509161073129,43.2301303974778
9.7022433649056,-0.327309813736974,46.397064259093
55.6489299583083,59.5131574009252,29.0500357893735
53.6603585329429,35.0555727260495,23.92172996195
13.7472664421725,-28.0820012392864,44.191283870851
21.1890558119205,23.9514248705658,45.5836116177919
80.0807840343391,88.8066297203174,21.9037896106597
49.4695184438638,48.4518127072267,27.3262759393385
83.4797227565113,93.6608295766378,12.4648726096194
63.2812616098352,50.0167509116919,27.9739214685517
1.84964454628405,-0.603126133960374,49.1535149276713
69.8144127405859,40.1971144962212,22.0771414450566
90.2637172775692,106.889086587082,15.1725990911947
64.8414906753247,91.0836804558164,21.4979140736942
8.92378695597732,26.8396493981622,44.2517755800445
89.125424611254,91.696315888344,10.0765070355999
70.6165932835056,67.0362829811421,21.5993155258665
17.1125551676275,-7.88164308745795,44.2939503620857
70.0066846175741,86.3899643878836,17.4569073922021
93.9744438349534,91.0988734771246,13.4760108837341
39.390494094001,32.2271936818543,33.7473530327265
23.560054605267,8.59192092701823,36.2826468220016
26.3930274084613,21.4462295652028,40.0755830788034
22.0504965628084,9.5522146653335,42.580909648754
56.2733265434363,50.609976541058,29.4960167681333
76.3134709079635,57.4010134661059,19.308298129683
69.6077500849096,92.2741968359053,23.02858457549
55.2690719425879,54.4122415210182,27.9656599583811
79.2970582480375,97.2705419357439,20.4243772014469
73.7122824489182,36.8911851508173,21.8834717026832
1.61143824064639,-4.79112083015263,50.8660644876061
39.0204209731154,27.9581356394975,34.1891703949672
1.96897030355245,-13.2558813288301,48.7112783236694
79.2373671214743,102.989431041363,18.8904631712408
95.2717230996904,71.1406925226443,10.9686848837467
53.9349967725621,59.035690952386,24.8394561508523
83.1411980142572,97.9330043007358,17.1890760484871
57.5284508239406,61.0291391554876,23.5988644059523
70.1763099866433,53.7035321881246,23.2704216367455
52.7815915351573,65.2489467523774,30.0479117820907
79.9850863291219,78.8338801564897,20.6177112090609
90.7535223621783,74.3837601949623,14.2443609587524
83.2782765071301,61.2267155036279,15.7153119003422
5.4678142247067,38.4439464791483,49.1154577350905
2.20574631240225,-9.7879128756653,53.321413811568
3.70086095907915,-22.6137132231237,49.6744129835921
82.3943214599318,94.6549084153238,11.4502910077444
58.0084957892993,62.2779707331603,29.7493456139071
37.2218108570936,11.0767421680603,37.3341852260677
98.3493213975083,66.8022321750599,12.6711972071229
62.6151358718325,57.3748379446146,27.5963161909446
54.2175007481134,70.2318779544753,28.550254422053
36.5679956190654,47.9355276817463,34.4920067430969
31.3486003838849,24.5612615867861,39.2561849589755
80.0188812084139,68.325802055084,19.0877536334326
2.78585050780806,8.2579511984125,50.3037445532267
38.4867713242243,38.7345696806775,40.2161456014866
82.0676061901612,95.1053728976484,17.0649530484852
72.393756246045,63.8576885953733,22.4968991748879
71.0411047565965,81.9389580959653,18.1992748596812
31.2056381960018,22.3393323631643,41.462825897209
57.386658934669,50.5100124391679,26.8473731800204
21.0150417129187,24.8365796117738,49.2597247278367
76.8215091863432,93.3427297615747,19.3520248831428
91.2209698826303,59.6086866366054,17.6023575344312
18.0629827926358,22.0174444347363,41.6167440258499
80.394430400204,86.193981321615,20.198023051158
60.3857702355485,37.8739313734093,26.573397528977
100.722720415411,102.97635823867,11.3209689050364
11.4919275756315,3.44622570529032,43.4116764462581
52.4435337563541,67.9012225971966,30.9866977057964
85.7343612246459,95.3923672345623,14.6710290048479
86.3788124211139,98.5063914532769,11.1363921997813
0.480128095885838,4.17965426324937,48.6606757727628
95.0874386063935,110.543695860365,12.0439934718731
50.758586944389,69.7301377452577,31.623943504487
35.6542901610578,68.4107525351231,35.6663227136394
46.2075887834327,41.3295701675279,29.9135985627563
5.73396229402461,-24.4431843050202,47.020451296036
16.4841584741721,16.6538110888961,45.4633500118996
42.1406173771513,43.6250676434215,36.3364975562666
35.9416504340318,31.851264209588,35.8774996912102
40.6205053303974,50.0500746336526,32.7459166988358
30.6437528947617,45.5654163764904,40.8135769002455
58.9118462019878,48.2583172940414,24.2529224098179
11.2180173060052,11.1759851498928,42.89137402328
93.3127572794807,101.625609546082,12.6517335930841
5.35786947809571,-3.85669358719119,45.0057874551792
35.8814283384889,38.5847850258234,35.6729460154636
100.37154612329,66.8359201580971,15.2511143855537
66.5625131630907,47.7442557520618,24.1747780639168
6.34276168989942,-13.7900707014067,46.9925873770108
36.4713208965552,28.1902373982566,34.551986288402
42.6688140823001,32.1909454873614,32.4056502958968
