"","PreyDens","PredRate"
"1",2.87577520124614,4.91254395666397
"2",7.88305135443807,4.8190855577486
"3",4.089769218117,1.5486577472641
"4",8.83017404004931,7.21555766015043
"5",9.40467284293845,6.04922250924462
"6",0.455564993899316,2.22909547760682
"7",5.28105488047004,5.65787091159385
"8",8.92419044394046,4.80817486513399
"9",5.51435014465824,6.53383402909872
"10",4.56614735303447,3.77968661120305
"11",9.56833345349878,8.37146695905043
"12",4.53334156190977,6.7528437234719
"13",6.77570635452867,6.86218417367226
"14",5.72633401956409,3.92997044664308
"15",1.02924682665616,3.10582671119269
"16",8.99824970401824,10.9690227409352
"17",2.4608773435466,3.90520749823493
"18",0.420595335308462,2.26050239474321
"19",3.27920719282702,2.61008653592946
"20",9.54503649147227,13.2662568824511
"21",8.89539316063747,3.77792406726092
"22",6.928034061566,13.040975770586
"23",6.40506813768297,10.110771813468
"24",9.94269776623696,5.7996001661537
"25",6.55705799115822,1.91337831225491
"26",7.08530468167737,3.02592886500219
"27",5.44066024711356,5.41913861582628
"28",5.9414202044718,4.23786004674817
"29",2.8915973729454,2.94332205277015
"30",1.47113647311926,2.0355878451591
"31",9.63024232536554,6.59830721204788
"32",9.02299045119435,2.97040245909169
"33",6.90705278422683,0.306755106406476
"34",7.95467417687178,4.46504804728845
"35",0.246136845089495,2.23616788554583
"36",4.77795971091837,3.01448755188811
"37",7.58459537522867,8.09787938094035
"38",2.16407935833558,1.33142639255947
"39",3.18181007634848,3.50251122729039
"40",2.31625785352662,3.75966943441948
"41",1.42800022382289,2.92902364620099
"42",4.14546335814521,4.29177007440895
"43",4.13724326295778,2.7432433232799
"44",3.68845450924709,2.27717934129634
"45",1.52444747742265,1.98160846301454
"46",1.3880606344901,2.77568062235325
"47",2.33034099452198,2.06120102990912
"48",4.65962450252846,3.18690550898155
"49",2.65972640365362,2.9892956191472
"50",8.57827715342864,14.1977182334936
"51",0.458311666734517,2.07975771033053
"52",4.42200074205175,4.7314401696822
"53",7.98924845643342,6.30604852673626
"54",1.2189925997518,2.0232482403625
"55",5.60947983758524,4.60473928310906
"56",2.0653138961643,4.52438242889105
"57",1.27531650243327,2.92556353612035
"58",7.53307864302769,5.92184474354117
"59",8.950453591533,4.58445765055375
"60",3.74462775886059,0.0279906086382988
"61",6.65115194628015,9.0879238275895
"62",0.948406609240919,1.78156295612685
"63",3.83969637798145,5.34043507769677
"64",2.7438364457339,5.99105219881676
"65",8.14640038879588,0.19193429043775
"66",4.48516341391951,5.81639041970199
"67",8.10064353048801,4.98833756712486
"68",8.12389509519562,0.324019564113425
"69",7.94342321110889,0.0441114935284599
"70",4.39831687603146,0.677126648111738
"71",7.54475158639252,3.769596880511
"72",6.29221131559461,0.547268141524894
"73",7.10182401351631,7.99364393556834
"74",0.00624773325398564,2.00968432685935
"75",4.75316574098542,1.31784828734542
"76",2.20118885161355,3.96757541032941
"77",3.79816537722945,5.35955749531303
"78",6.12771003274247,6.08167555433901
"79",3.51797909243032,1.985265633608
"80",1.11135424347594,2.48930004110135
"81",2.43619472719729,2.87654854506241
"82",6.6805558744818,7.22081945395482
"83",4.17646779678762,3.31049466282217
"84",7.88195834029466,9.79121093686365
"85",1.02864644257352,2.32166758788767
"86",4.34892741497606,6.46354658384682
"87",9.84956979984418,1.75781382014759
"88",8.93051114398986,0.838340343760134
"89",8.86469060787931,20.7977534394625
"90",1.75052650272846,2.51040312339508
"91",1.30695691565052,2.84836376442623
"92",6.53101925039664,7.34423402286521
"93",3.43516472261399,2.8866492918476
"94",6.56758127966896,6.98105738303722
"95",3.20373242488131,4.19289802244796
"96",1.87691119266674,2.7363305535959
"97",7.82294301316142,6.1668633467932
"98",0.935949867125601,2.45203231275788
"99",4.6677904156968,9.30147889509809
"100",5.11505459900945,2.6615399951787
"101",5.9998895926401,1.71201649812321
"102",3.32823540316895,3.72700204555961
"103",4.88613033667207,5.20158987273943
"104",9.54473827499896,8.85562031604434
"105",4.829023971688,3.30778339611766
"106",8.90350222121924,1.71808781276314
"107",9.14438186911866,12.3477147453454
"108",6.08734982321039,3.97945279795794
"109",4.10689776530489,2.27616246191555
"110",1.47094690939412,2.56169610385362
"111",9.35299803270027,5.75440614038117
"112",3.01228899974376,5.17784483952028
