"","Predators","Time"
"1",15.8401146298274,427
"2",6.24810303095728,348
"3",16.3423546077684,482
"4",4.41819544415921,221
"5",10.0214764056727,639
"6",3.33944592624903,288
"7",2.39318388979882,185
"8",17.9521993547678,318
"9",1.87429757323116,378
"10",17.3011711332947,555
"11",5.53182927425951,469
"12",0.545673854649067,377
"13",15.7476992672309,193
"14",7.17320599593222,256
"15",0.50205931533128,340
"16",14.9218719592318,666
"17",0.59251154307276,137
"18",8.67729661986232,496
"19",5.13253665994853,297
"20",9.96030441951007,560
"21",13.0671046115458,223
"22",1.6731377132237,377
"23",3.6094492347911,228
"24",2.08925003185868,468
"25",16.2478596763685,538
"26",12.5500488327816,594
"27",12.6114497194067,456
"28",7.81779700424522,581
"29",8.6450714757666,510
"30",6.97268004529178,344
"31",15.8711551735178,417
"32",17.7387222414836,243
"33",13.02254173439,338
"34",11.8572652852163,507
"35",6.55644187703729,425
"36",1.51378735899925,415
"37",11.8277448415756,235
"38",3.56673527043313,287
"39",14.8270024824888,268
"40",5.87752416264266,407
"41",12.7837162138894,241
"42",2.49644794501364,427
"43",5.10531567502767,226
"44",16.4114937465638,579
"45",16.0756078595296,415
"46",0.916692614555359,276
"47",17.5106344372034,389
"48",2.56018179934472,318
"49",12.1766280708835,405
"50",9.39133746549487,389
"51",11.1458217119798,238
"52",14.6078556915745,265
"53",9.39717377535999,396
"54",19.7722011804581,557
"55",19.6933676907793,490
"56",7.86569362040609,285
"57",12.1769427508116,459
"58",6.90967460162938,354
"59",8.74225124251097,396
"60",4.58263926673681,391
"61",0.121444961987436,669
"62",0.477537764236331,218
"63",1.17516856640577,372
"64",15.2915129018947,146
"65",9.3808801099658,431
"66",17.0166376046836,492
"67",11.6343878116459,533
"68",3.73776524793357,129
"69",12.1812195703387,410
"70",17.8668346628547,551
"71",15.8864233177155,310
"72",10.0818566791713,335
"73",8.46056547481567,356
"74",13.0876257549971,404
"75",17.7547702891752,440
"76",17.8403294226155,518
"77",3.56781075708568,349
"78",5.15004849527031,384
"79",2.26877009496093,659
"80",15.9431791724637,412
"81",2.1907697757706,383
"82",16.581433895044,199
"83",15.4209259385243,360
"84",18.8737880904227,333
"85",9.33915187139064,359
"86",18.7971129501238,291
"87",15.7036588480696,278
"88",17.4921575002372,274
"89",7.88925306871533,334
"90",1.99398321565241,524
"91",5.53922840859741,486
"92",14.4444410223514,317
"93",7.12610358837992,158
"94",7.65423766802996,259
"95",0.639373017475009,305
"96",10.4289057385176,372
"97",2.42155820596963,280
"98",17.7036835299805,601
"99",1.49292598012835,327
"100",15.6845589354634,214
"101",17.0826460514218,343
"102",0.743563412688673,239
"103",5.50287018995732,379
"104",12.8413989813998,388
"105",15.7015671906993,403
"106",8.00125423818827,165
"107",18.7060465943068,386
"108",7.81033941544592,397
"109",8.47918614279479,189
"110",5.72843402158469,475
"111",12.2349681705236,454
"112",11.1762547725812,636
"113",0.799342701211572,379
"114",14.9056389369071,366
"115",4.12974841427058,372
"116",13.1299193017185,368
"117",10.4482934251428,138
"118",12.6687316969037,159
"119",12.3512626765296,351
"120",5.6979109486565,290
"121",4.47614444885403,367
"122",10.7803871063516,107
"123",19.9274395452812,180
"124",6.57833073753864,228
"125",6.46672176662832,478
"126",0.706470357254148,228
"127",10.5122370505705,264
"128",11.9361383002251,370
"129",14.8417331837118,321
"130",19.0567425917834,378
"131",9.79242475703359,637
"132",1.66574690956622,225
"133",5.19855997990817,323
"134",17.4969325121492,298
"135",17.041182727553,541
"136",16.8580932915211,268
"137",18.938073492609,350
"138",13.0536326952279,454
"139",9.76311130449176,233
"140",3.75513401348144,559
