"","RoadDensity","ProbUse"
"1",5.65654343459755,0.377785554216338
"2",7.56650132825598,0.393223068951594
"3",6.69603545917198,0.429476680608236
"4",5.46522794291377,0.466041363979075
"5",8.11463657766581,0.38059827560159
"6",7.5916680204682,0.352737926417573
"7",0.200684661976993,0.169980793307235
"8",3.80903700133786,0.487155324161922
"9",0.508801136165857,0.285844392785265
"10",7.97902937280014,0.285795513093505
"11",9.23699213191867,0.265721604198129
"12",5.42598370462656,0.403387987696101
"13",8.52364600170404,0.222301635019653
"14",5.83562863292173,0.450523254437821
"15",6.68323643505573,0.417706565574079
"16",5.11314596515149,0.445003516530045
"17",7.62750589288771,0.391769754918465
"18",9.0336228790693,0.331422122914316
"19",8.20474512176588,0.357575962269347
"20",0.71431849617511,0.235507548334056
"21",0.0389634305611253,0.167141198970838
"22",0.521986158564687,0.242883780707078
"23",8.6656017974019,0.331134483957787
"24",5.76245168922469,0.392202656580882
"25",3.13842572038993,0.406129968572823
"26",9.59465783787891,0.287254556536574
"27",5.91193757019937,0.436269694118864
"28",5.31409335788339,0.414092420245616
"29",3.83936671540141,0.422732045365542
"30",3.19553229492158,0.473171390281389
"31",8.08386255288497,0.382400115609845
"32",0.419194984715432,0.301996044123518
"33",3.63742694724351,0.438388839617107
"34",8.56596966972575,0.343352357970482
"35",6.97946578497067,0.382894306443898
"36",6.84486472979188,0.446233274734216
"37",3.4801505273208,0.401583898694506
"38",5.54681829409674,0.375981622297624
"39",1.37243617558852,0.324807455282418
"40",7.8493155632168,0.466106569098677
"41",8.86862571584061,0.34038306768602
"42",2.0409588329494,0.420703423214311
"43",7.70622961455956,0.394705998887466
"44",5.96362960757688,0.410286320878201
"45",9.57669742405415,0.230426364131047
"46",1.58688397612423,0.319843984735028
"47",5.25974274147302,0.425890348093416
"48",8.73151367530227,0.345966421106807
"49",8.69706070283428,0.253449246477314
"50",0.236886432394385,0.266445798026552
"51",9.75889693479985,0.266736623950821
"52",4.90224198205397,0.389973315745835
"53",3.89170323032886,0.469691382598392
"54",4.17554959887639,0.564714147978096
"55",0.929258204996586,0.256429838287043
"56",1.61809210199863,0.377872201764763
"57",4.05416495166719,0.401943868332483
"58",3.4181444416754,0.480512900836116
"59",4.15257453219965,0.455309936761562
"60",3.04052469087765,0.494200334710557
"61",5.60280537465587,0.373417720376014
"62",1.55874150572345,0.329012505449427
"63",9.5657976414077,0.215188660170879
"64",0.439666253514588,0.232170317752848
"65",3.72157742734998,0.402177420123089
"66",9.62615341413766,0.194294866861874
"67",6.45427515730262,0.457786956399347
"68",0.612626143265516,0.203130470708581
"69",4.09945928491652,0.516091810782583
"70",4.25905134063214,0.385199621576122
"71",5.08158084703609,0.454987403223733
"72",4.49599910760298,0.474109295345954
"73",6.23261383501813,0.46414339829185
"74",1.39977931044996,0.305296776672039
"75",9.07946400810033,0.28755483383256
"76",5.69443274755031,0.493240839181781
"77",5.4828057391569,0.37484569032855
"78",1.16827622521669,0.264091943560999
"79",7.62028332334012,0.397361268770087
"80",4.78369446704164,0.427293020247266
"81",7.8196891467087,0.438993730857882
"82",0.460265486035496,0.277570798594936
"83",8.19844667799771,0.351307726100792
"84",2.69408447435126,0.321439670008887
"85",2.82850414514542,0.404151068789806
"86",6.43221559468657,0.413666791493516
"87",9.48118837783113,0.244072181547882
"88",0.0699845445342362,0.147871514735903
"89",3.51617672014982,0.452915586933243
"90",4.19045724906027,0.391498583328658
"91",4.57876797067001,0.436914536702545
"92",7.11692579323426,0.424257543331963
"93",9.19848057674244,0.234551819016512
"94",6.27110700588673,0.46299244007986
"95",9.02181778335944,0.222424297091953
"96",7.57329159183428,0.243292969885923
"97",1.37858365662396,0.342101836218582
"98",1.53254878008738,0.371794811723315
"99",1.91312186885625,0.340419562855096
"100",4.33185140602291,0.470742087293245
