"Latitude","Elevation","Size"
8.62732560373843,3.92087074695155,32.2962571688415
23.6491540633142,19.5930577511899,73.0318361263959
12.269307654351,10.305494167842,47.2302828795061
26.4905221201479,19.7027438390069,77.982951082918
28.2140185288154,9.61119727464393,87.6369575011132
1.36669498169795,5.63073357800022,12.944628387908
15.8431646414101,23.4688290394843,60.562222925978
26.7725713318214,2.8078496013768,87.6313535978172
16.5430504339747,14.0033712470904,58.9610737975774
13.6984420591034,15.3451637970284,53.3516871591762
28.7050003604963,17.9996687779203,83.0526813444039
13.6000246857293,9.98470620950684,50.4002320643657
20.327119063586,14.6583910100162,67.3057033504715
17.1790020586923,28.6342148249969,63.6682417412276
3.08774047996849,14.487071915064,29.8829053913289
26.9947491120547,26.7105066636577,74.9458511216901
7.3826320306398,27.433145607356,52.2748920768344
1.26178600592539,18.2620494696312,31.5776026743176
9.83762157848105,12.3206932959147,42.7758836714264
28.6351094744168,4.41284072818235,92.3064855273264
26.6861794819124,28.0589940981008,73.8563800250225
20.784102184698,9.03686699923128,68.6441941024905
19.2152044130489,1.82161714648828,64.1009984632672
29.8280932987109,28.4318082011305,76.9731135925662
19.6711739734747,21.6178882028908,66.0736912740407
21.2559140450321,4.26882886793464,70.3532911994707
16.3219807413407,16.4785396819934,59.2008667730607
17.8242606134154,28.6227371566929,64.3368371693673
8.67479211883619,17.5645005935803,44.8007873998143
4.41340941935778,12.1353084524162,29.8285001198709
28.8907269760966,19.4368043798022,82.3815351481121
27.068971353583,9.5946185127832,84.7137479341978
20.7211583526805,9.23160032602027,68.4688616597287
23.8640225306153,6.5930289379321,77.4291460380556
0.738410535268486,11.0846659750678,19.5395699116787
14.3338791327551,29.5265761041082,61.1159094322171
22.753786125686,4.62606902467087,74.7509714228061
6.49223807500675,2.73131999652833,24.5706744100987
9.54543022904545,4.25720723345876,35.3468642668499
6.94877356057987,20.7002130453475,44.7524693806564
4.28400067146868,18.5776945017278,37.6230849811758
12.4363900744356,26.7418235144578,57.5943566888021
12.4117297888733,20.1899727783166,53.5876177167209
11.0653635277413,22.1123321377672,52.652912483762
4.57334243226796,15.6340717733838,34.5237480304392
4.16418190347031,19.7951534902677,38.9445217277373
6.99102298356593,24.6541638043709,48.9381425585115
13.9788735075854,23.5884465510026,57.9119704157111
7.97917921096087,29.394657521043,54.8384995897508
25.7348314602859,13.1829460873269,79.6488308458837
1.37493500020355,9.35106606222689,18.5116706087871
13.2660022261553,12.2842485783622,50.7935556195007
23.9677453693002,0.314013354945928,79.712918076971
3.6569777992554,5.5154857202433,19.3889125174266
16.8284395127557,25.2818795666099,62.4533443996148
6.19594168849289,6.93485346157104,28.290815547904
3.82594950729981,7.17299866955727,22.0217272725476
22.5992359290831,2.30073496000841,74.7770434061385
26.851360774599,7.37171034095809,85.374531613675
11.2338832765818,21.9640561658889,52.811989716609
19.9534558388405,25.4235949530266,66.5396735353986
2.84521982772276,14.9258180125616,29.9585121780697
11.5190891339444,11.6372708952986,46.2541393910084
8.23150933720171,7.39346982445568,34.3717245404647
24.4392011663876,3.33289383910596,80.1989089866304
13.4554902417585,11.6998330573551,50.9323562341484
24.301930591464,17.1580594195984,75.020406412989
24.3716852855869,6.50678288424388,78.8820634416797
23.8302696333267,13.3430400607176,75.2662025861116
13.1949506280944,6.53972006170079,47.4994350234195
22.6342547591776,15.0689868978225,72.1964243119354
18.8766339467838,10.6171371554956,63.8133455598161
21.3054720405489,19.4995547644794,68.9107320111735
0.0187431997619569,11.2414186983369,18.0318287600447
14.2594972229563,10.6633614236489,52.3811702216506
6.60356655484065,16.0106383636594,39.1487127278816
11.3944961316884,22.2100308118388,53.2339526038502
18.3831300982274,6.63308813469484,62.0738104719607
10.553937277291,12.3823835584335,44.5017928733472
3.33406273042783,7.97060060547665,21.7294312676597
7.30858418159187,18.8991916039959,43.5261852669473
20.0416676234454,5.51485472358763,66.7203699148749
12.5294033903629,25.9093233430758,57.2075615398903
23.645875020884,22.3970401240513,72.2082190891425
3.08593932772055,20.048539491836,37.4043550297498
13.0467822449282,18.5405361978337,53.7590957139572
29.5487093995325,11.1671418067999,89.8666589455231
26.7915334319696,15.8950705756433,80.5796540710189
26.5940718236379,26.2404702859931,74.7157355125643
5.25157950818539,17.4525029934011,38.079507984764
