"","Elevation","Size"
"1",1961,14.462789063886
"2",993,15.2435551589113
"3",958,14.3493064819655
"4",698,14.0394336033063
"5",1140,16.674202334098
"6",2953,18.7028958647949
"7",505,9.4239475103964
"8",319,20.7409021668615
"9",469,25.7143752320829
"10",2086,28.1018700912022
"11",1877,24.6288799610029
"12",2680,21.1038738189798
"13",2035,9.33134800442835
"14",2224,14.7684664599661
"15",1587,16.6527677170869
"16",1997,21.5206195137845
"17",2474,16.9976433299811
"18",2370,11.3367568596991
"19",2940,25.4821785404706
"20",1346,23.2109564589798
"21",970,20.2171513624551
"22",1258,24.8325430516291
"23",81,13.2251285638251
"24",592,22.712101488949
"25",2536,14.8494381184329
"26",732,22.6867276092536
"27",755,18.9408902266996
"28",276,22.8888035651573
"29",775,25.902588075297
"30",2210,17.8264504515845
"31",2550,22.5377931847605
"32",1518,12.5398298242601
"33",1194,15.1979777978199
"34",777,26.8190885569409
"35",378,21.5089398651196
"36",1200,8.53888589783135
"37",1737,11.4428127395881
"38",690,18.3060949220544
"39",1362,22.9668970216724
"40",693,18.7975837214239
"41",1532,21.5889373601033
"42",1094,23.7010268889391
"43",1967,26.3882741443147
"44",1155,19.1250836663748
"45",1099,18.6410904690955
"46",1624,9.60981320428865
"47",2234,18.2626379704391
"48",702,16.4387497105222
"49",1268,13.8619520859795
"50",834,18.2664688447623
"51",1908,23.1667158637183
"52",592,9.44425755655709
"53",2598,15.2656035639729
"54",2252,18.3311864179135
"55",2021,13.5129621497252
"56",1873,19.7965147124961
"57",1148,20.9091496030787
"58",1613,18.22181920362
"59",2630,5.04050903119986
"60",1766,31.0912907293332
"61",2527,16.446503712659
"62",972,22.2839664079384
"63",2139,19.2298324551827
"64",832,24.2913661740917
"65",1803,22.2852972318704
"66",1470,17.4810341438575
"67",832,21.0588388610425
"68",1716,13.5569558443805
"69",2744,21.5406150544966
"70",2711,14.9838083055782
"71",859,31.224866768941
"72",998,10.7467555215591
"73",2958,14.7220637851699
"74",1879,22.2478993137962
"75",2815,19.7356627343933
"76",1426,15.626594807425
"77",1250,13.7660962889624
"78",1995,18.7273785235535
"79",499,19.4294629341654
"80",1740,9.3085938136797
"81",754,19.4187553356693
"82",2889,18.0621515784623
"83",1824,19.0496319849092
"84",1569,13.1559147869866
"85",1238,21.1426663915131
"86",2647,24.2458506847962
"87",1124,21.1571820158991
"88",900,13.4220576481283
"89",553,17.2687726515405
"90",558,21.172518097768
"91",1472,15.2927718434087
"92",796,8.41576832492362
"93",688,23.733254100141
"94",2039,13.8136119418774
"95",191,16.9411986461586
"96",2118,25.4015030450227
"97",1088,15.041275351973
"98",1256,22.9726577009465
"99",2472,11.2245856059061
"100",2761,15.4662879846301
"101",883,18.7492199043176
"102",2885,11.2717428778782
"103",2199,14.6272586754555
"104",2075,17.7807922353584
"105",206,23.1474798436697
"106",1216,10.5312672828745
"107",1460,16.7912288039437
"108",1703,22.0790321927274
"109",2110,15.195954200112
"110",2751,18.3854596083647
"111",1874,20.5871428503222
"112",1314,20.0251750766584
"113",1649,21.6172883973569
"114",223,19.1634566951131
"115",820,17.1116174320394
"116",1222,5.56225523985511
"117",633,18.9022949076026
"118",2504,19.6474234817999
"119",501,22.1759942043407
"120",2420,14.8036082434337
"121",1663,27.2345145488757
"122",2004,19.4281220981441
"123",557,20.0745792922944
"124",1918,24.4433338973426
"125",970,15.4376688934037
"126",2187,15.5613068803764
"127",1227,30.7602624002488
"128",2910,17.1456459361044
"129",2904,25.2638421070415
"130",2194,10.6134667754274
"131",809,18.2384159897855
"132",704,21.1881195181842
"133",1799,19.701192726029
"134",839,14.1328187024458
"135",1617,18.4792963731269
"136",2367,12.2458967344401
"137",546,23.0175166262214
"138",1243,24.1808754493032
"139",1441,7.43406151756294
"140",2611,23.5674673115007
"141",2781,11.0137775159575
"142",2652,19.6218463449132
"143",2039,21.260513190713
"144",2853,16.1475508594928
"145",1574,15.200430215701
"146",1751,19.0756051062103
"147",1042,21.1520935035723
"148",1075,23.3415140997435
"149",109,9.62931508049023
"150",1533,10.2851036597049
"151",2620,24.5320117059409
"152",69,25.1641442355577
"153",263,21.9134447445384
"154",534,23.0418920355553
"155",2322,22.263874588205
"156",2219,4.47638600767159
"157",2917,22.6343854831941
"158",1426,16.1490620171884
"159",269,20.884084153156
"160",1964,16.5602109955821
"161",2288,22.0718247703937
"162",454,17.8036377552219
"163",1220,21.3725188294412
"164",714,17.3325751068051
"165",221,14.3150639544925
"166",1218,24.8320525522013
"167",242,23.4625000563714
"168",716,27.9053111957823
"169",211,20.1147696628965
"170",2027,23.5980137291409
"171",928,28.9490952700954
"172",347,18.2455894248052
"173",262,13.1232444362239
"174",2647,16.1562421643094
"175",2275,16.6547938000731
"176",2459,18.2994025225466
"177",2947,25.6145248865964
"178",356,18.0132805374733
"179",342,21.5230232790246
"180",2407,16.4545796755223
"181",2364,17.7382535426252
"182",78,21.4922883175313
"183",2348,24.2930734801849
"184",2202,18.4045918874539
"185",1909,21.6552116001556
"186",1469,22.4253001489177
"187",512,24.0618663542782
"188",74,17.0540272390781
"189",1385,26.7494060709734
"190",1502,16.5932163035299
"191",1199,18.2720791617512
"192",1421,25.5992513385709
"193",2154,24.3164195307279
"194",213,14.3370406379438
"195",1097,14.5376449979127
"196",2418,10.7916047031469
"197",2515,18.3942359630992
"198",751,20.0732043395923
"199",1094,20.7265734367753
"200",2578,20.1827885710928
"201",2569,14.4215357700749
"202",923,14.1085070445064
"203",484,24.6499252803745
"204",2127,21.6283065130316
"205",356,12.0981673133565
"206",149,19.3752627457536
"207",2998,12.5222608862175
"208",153,9.49324464729018
"209",1048,19.7026006559407
"210",2749,16.8549414537071
"211",1871,17.6421536624346
"212",895,20.1857627090062
"213",2227,22.1853258219829
"214",2510,18.5179875224169
"215",977,15.9408207856324
"216",1503,14.8230037403936
"217",2107,17.2339860347941
"218",1942,19.6080849328948
"219",1950,12.8515982364898
"220",2935,16.1434556557881
"221",1273,23.5633363008396
"222",402,19.0565995438276
"223",1602,14.905896662028
"224",714,17.9062741578723
"225",1485,24.0882427268099
"226",1142,21.6082198060707
"227",2951,23.232379000408
"228",1196,19.4994892858089
"229",726,21.3253754824521
"230",1889,15.3187154382593
"231",453,22.5738533446517
"232",2904,14.5643322890538
"233",1569,11.3281724765213
"234",531,20.1089648284206
"235",1885,27.8442560886572
"236",2959,21.0455716978653
"237",2023,23.8032669497313
"238",1286,20.5082786154658
"239",1004,15.9532141084189
"240",2514,16.4747957244486
"241",474,18.1597594659404
"242",619,17.0375011010896
"243",2695,20.8258364196486
"244",959,13.0541824881729
"245",1122,23.2098306605639
"246",2363,21.9577624311295
"247",620,13.3868882046563
"248",102,23.0954599895027
"249",1249,30.9021332617225
"250",1475,15.738922590292
"251",1294,22.9305212070404
"252",1061,15.027990771903
"253",2606,22.947557091014
"254",1393,19.8561235996328
"255",1625,26.6345769581158
"256",2893,9.81214635731542
"257",2335,17.4085105693732
"258",666,16.699374119372
"259",961,18.0526756546185
"260",2915,13.93710628657
"261",1775,14.055782097325
"262",2294,20.5996118730822
"263",1149,13.4130964296154
"264",2319,25.1011546577814
"265",1636,12.4329670734312
"266",2746,17.7593957569764
"267",597,22.0679464341324
"268",883,22.0506766954631
"269",330,18.1612666806681
"270",671,19.726509976642
"271",2932,21.8743207590484
"272",924,11.7936704146179
"273",2192,13.8993014423396
"274",2368,19.2340115715831
"275",361,17.415090108315
"276",757,26.093019969855
"277",848,22.5182693167742
"278",348,20.0128337620738
"279",398,12.0632134123166
"280",2974,17.1565011266312
"281",2959,15.458920659015
"282",454,19.034267432397
"283",2721,11.3712038647216
"284",1750,20.7432902191496
"285",1217,13.5882177984648
"286",1377,17.491890092788
"287",2134,19.7731291472568
"288",293,15.7894210549348
"289",1051,21.8639570284003
"290",2058,11.3594479917415
"291",985,4.96612660519729
"292",2503,19.8218399539293
"293",685,23.517699134805
"294",1519,17.0517728820431
"295",864,21.656631272958
"296",616,13.6044173745816
"297",2854,16.5102569658717
"298",999,9.29340811979691
"299",1461,24.4449044571926
"300",133,29.1665543077158
"301",1665,23.7050613014099
"302",1951,17.9122651679313
"303",1809,18.0243482886204
"304",1000,11.4196618842445
"305",2679,21.2729267194411
"306",1897,17.0493290965411
"307",944,15.7722853731946
"308",1195,11.7448710367085
"309",523,17.9781875167686
"310",2595,13.1596943249165
"311",2862,15.1528473983608
"312",1713,12.199000061182
"313",1022,27.4159474147285
"314",2990,16.9299873639602
"315",743,24.6317253863619
"316",1857,5.13450164871174
"317",369,17.3650108500258
"318",1487,15.1355885420396
"319",343,13.5423691031704
"320",525,27.2080457711205
"321",885,12.0385904011525
"322",1772,19.8199513020401
"323",2209,22.0231814278985
"324",538,20.3529509420901
"325",2606,13.0177226125224
"326",2140,22.5658290336208
"327",2293,18.5599404092042
"328",484,14.1985104680898
"329",1106,11.9537547619897
"330",2036,28.3975871724657
"331",1595,15.0124842729078
"332",1082,9.6401417304098
"333",760,21.9062968137683
"334",222,21.3291512803045
"335",748,12.482828321387
"336",2676,7.60921793209025
"337",2445,16.973487414207
"338",2255,23.4419814585471
"339",507,22.6736201759107
"340",418,17.1173128791901
"341",2925,12.9040588420781
"342",1337,20.0183337837527
"343",1419,19.3677667360808
"344",538,22.6105587334636
"345",1776,16.2450102485555
"346",849,23.6477702660155
"347",729,15.1169423633188
"348",2089,16.2582764994002
"349",884,22.8200726186295
"350",2441,22.5088580431356
"351",327,9.9804764927331
"352",2475,18.0609520350808
"353",1311,21.7328950586732
"354",2280,10.4658784325468
"355",2004,20.3991279993761
"356",1361,14.498128648016
"357",1900,23.2012650608221
"358",51,22.6414101605132
"359",691,23.154261474978
"360",2129,18.4745966464352
"361",685,23.6332421707888
"362",2451,24.4515726415727
