"","rainfall","biomass"
"1",2.87577520124614,15.749545116545
"2",7.88305135443807,18.7400715478456
"3",4.089769218117,21.0300450689348
"4",8.83017404004931,30.5057719087684
"5",9.40467284293845,40.3273647316318
"6",0.455564993899316,5.56308192424012
"7",5.28105488047004,18.7960163245863
"8",8.92419044394046,24.5769987574752
"9",5.51435014465824,23.7221034523113
"10",4.56614735303447,19.0006014346007
"11",9.56833345349878,30.4822563136161
"12",4.53334156190977,12.4624958153766
"13",6.77570635452867,19.39310617322
"14",5.72633401956409,18.3155404825055
"15",1.02924682665616,3.74808944911505
