"","Latitude","State","Elevation","Colorado","Nevada","Utah","Size"
"1",38.4378876006231,"Colorado",2130.69569156505,1,0,0,5.91924883045657
"2",40.941525677219,"Colorado",2653.10192503966,1,0,0,2.22326735133375
"3",39.0448846090585,"Colorado",2343.5164722614,1,0,0,4.23241884782933
"4",41.4150870200247,"Colorado",2656.7581279669,1,0,0,0.59097518123249
"5",41.7023364214692,"Colorado",2320.37324248813,1,0,0,2.86840953317907
"6",37.2277824969497,"Colorado",2187.69111926667,1,0,0,5.37990287157535
"7",39.640527440235,"Colorado",2782.29430131614,1,0,0,4.88240044159535
"8",41.4620952219702,"Colorado",2093.59498671256,1,0,0,3.6473165375035
"9",39.7571750723291,"Colorado",2466.77904156968,1,0,0,2.8754623227655
"10",39.2830736765172,"Colorado",2511.50545990095,1,0,0,2.46044498896727
"11",41.7841667267494,"Colorado",2599.98895926401,1,0,0,0.252653483917883
"12",39.2666707809549,"Colorado",2332.82354031689,1,0,0,4.05773115492018
"13",40.3878531772643,"Colorado",2488.61303366721,1,0,0,2.22886383691228
"14",39.863167009782,"Colorado",2954.4738274999,1,0,0,1.8484774493845
"15",37.5146234133281,"Colorado",2482.9023971688,1,0,0,4.26304218680141
"16",41.4991248520091,"Colorado",2890.35022212192,1,0,0,0.703918794838806
"17",38.2304386717733,"Colorado",2914.43818691187,1,0,0,3.02906702021547
"18",37.2102976676542,"Colorado",2608.73498232104,1,0,0,3.62568785866421
"19",38.6396035964135,"Colorado",2410.68977653049,1,0,0,3.88629813631349
"20",41.7725182457361,"Colorado",2147.09469093941,1,0,0,2.64945614174262
"21",41.4476965803187,"Colorado",2935.29980327003,1,0,0,0.147390614627867
"22",40.464017030783,"Colorado",2301.22889997438,1,0,0,3.32409588002398
"23",40.2025340688415,"Colorado",2060.72057154961,1,0,0,1.74830657182358
"24",41.9713488831185,"Colorado",2947.72694003768,1,0,0,0.148952605649975
"25",40.2785289955791,"Colorado",2720.59627342969,1,0,0,2.71140888151572
"26",40.5426523408387,"Colorado",2142.29429559782,1,0,0,3.2080021647216
"27",39.7203301235568,"Colorado",2549.28465606645,1,0,0,3.11405720113904
"28",39.9707101022359,"Colorado",2954.09123855643,1,0,0,1.45378702618128
"29",38.4457986864727,"Colorado",2585.48335311934,1,0,0,3.30902970210805
"30",37.7355682365596,"Colorado",2404.51028174721,1,0,0,4.1115492141456
"31",41.8151211626828,"Nevada",2647.89347932674,0,1,0,2.97129938207584
"32",41.5114952255972,"Nevada",2319.82061709277,0,1,0,2.74250449095295
"33",40.4535263921134,"Nevada",2307.72001086734,0,1,0,4.22470006564313
"34",40.9773370884359,"Nevada",2219.7676312644,0,1,0,4.10842562957611
"35",37.1230684225447,"Nevada",2369.48886583559,0,1,0,9.61990059786926
"36",39.3889798554592,"Nevada",2984.21920347027,0,1,0,3.94487316582296
"37",40.7922976876143,"Nevada",2154.20230082236,0,1,0,4.88518592667789
"38",38.0820396791678,"Nevada",2091.04399988428,0,1,0,7.40797967454757
"39",38.5909050381742,"Nevada",2141.90690778196,0,1,0,5.79979904360847
"40",38.1581289267633,"Nevada",2690.00710151158,0,1,0,6.18615757392691
"41",37.7140001119114,"Nevada",2619.25648339093,0,1,0,8.24209242484463
"42",39.0727316790726,"Nevada",2891.39411714859,0,1,0,5.50378078232209
"43",39.0686216314789,"Nevada",2672.99909261055,0,1,0,5.46213388742837
"44",38.8442272546235,"Nevada",2737.07773792557,0,1,0,5.1045674534323
"45",37.7622237387113,"Nevada",2521.13572577946,0,1,0,4.86234356463203
"46",37.694030317245,"Nevada",2659.83844967559,0,1,0,7.88007820107314
"47",38.165170497261,"Nevada",2821.8054601457,0,1,0,4.57003283823393
"48",39.3298122512642,"Nevada",2786.28155170009,0,1,0,5.72353568083718
"49",38.3298632018268,"Nevada",2979.8219173681,0,1,0,7.51943092547729
"50",41.2891385767143,"Nevada",2439.43153624423,0,1,0,2.25757452562173
"51",37.2291558333673,"Nevada",2311.70220207423,0,1,0,8.47354361621185
"52",39.2110003710259,"Nevada",2409.47495261207,0,1,0,5.46352898726079
