"","PreyFrogs","Spiders"
"1",0.143788760062307,0.0395519622701239
"2",0.394152567721903,0.801115169580489
"3",0.20448846090585,0.098575142488804
"4",0.441508702002466,0.691460912288475
"5",0.470233642146923,0.790451577154143
"6",0.0227782496949658,0.529120824907034
"7",0.264052744023502,0.963220305844814
"8",0.446209522197023,1.05376829152865
"9",0.275717507232912,0.196180239661045
"10",0.228307367651723,1.05814070373142
"11",0.478416672674939,1.2274190339406
"12",0.226667078095488,0.435305562994068
"13",0.338785317726433,1.13562089987088
"14",0.286316700978205,1.02388679696963
"15",0.0514623413328081,0.531557115320611
"16",0.449912485200912,1.27528107204186
"17",0.12304386717733,0.567654795769695
"18",0.0210297667654231,0.117294849300158
"19",0.163960359641351,0.305535653786735
"20",0.477251824573614,0.902315248742274
"21",0.444769658031873,0.711656524495542
"22",0.3464017030783,0.70963649494876
"23",0.320253406884149,0.234348273140992
"24",0.497134888311848,1.9618521627591
"25",0.327852899557911,1.23889059843782
"26",0.354265234083869,0.359287034886397
"27",0.272033012355678,0.482912090591725
"28",0.29707101022359,0.507479878997892
"29",0.14457986864727,0.701145784629067
"30",0.073556823655963,0.213766020723194
"31",0.481512116268277,1.16435163813446
"32",0.451149522559717,0.990880342979954
"33",0.345352639211342,0.773557095506157
"34",0.397733708843589,1.44290833129296
"35",0.0123068422544748,0.0343052902452425
"36",0.238897985545918,1.18438421286365
"37",0.379229768761434,0.238958415830779
"38",0.108203967916779,0.550253435687986
"39",0.159090503817424,0.467722705172694
"40",0.115812892676331,0.418002412850251
