"Basin","SoilMoisture","BasinXMoistureError","BasinError","Error","Biomass"
1,0.287577520124614,-2.14572656166839,-3.5520328184965,-0.601892845985016,23.1047868132945
1,0.788305135443807,-2.14572656166839,-3.5520328184965,-0.993698591098714,26.6458326770215
1,0.4089769218117,-2.14572656166839,-3.5520328184965,1.0267850560749,25.6869688114547
1,0.883017404004931,-2.14572656166839,-3.5520328184965,0.751061302606323,29.1344886259703
1,0.940467284293845,-2.14572656166839,-3.5520328184965,-1.5091665373287,27.3254878548238
1,0.0455564993899316,-2.25806690465323,1.28441854578265,-0.0951474508492868,26.5419664652684
1,0.528105488047004,-2.25806690465323,1.28441854578265,-0.895947822756499,29.4770280787715
1,0.892419044394046,-2.25806690465323,1.28441854578265,-2.07075107054196,31.1227160099527
1,0.551435014465824,-2.25806690465323,1.28441854578265,0.150120131188143,30.7037116653968
1,0.456614735303447,-2.25806690465323,1.28441854578265,-0.0792117092585882,29.7402875675928
1,0.956833345349878,-2.81561611082068,-1.23345939231187,-0.097369267513081,30.5434294111363
1,0.453334156190977,-2.81561611082068,-1.23345939231187,0.216152541801233,27.2396197576425
1,0.677570635452867,-2.81561611082068,-1.23345939231187,0.882465164396587,29.5169333292133
1,0.572633401956409,-2.81561611082068,-1.23345939231187,0.205597504483387,28.0861562995931
1,0.102924682665616,-2.81561611082068,-1.23345939231187,-0.616435842873528,23.8895551967564
1,0.899824970401824,-3.15753983801621,-1.73771299698867,-0.734799251921281,28.6845042638228
1,0.24608773435466,-3.15753983801621,-1.73771299698867,-0.131802793041181,24.8143297286448
1,0.0420595335308462,-3.15753983801621,-1.73771299698867,0.310016986578952,23.8600946722067
1,0.327920719282702,-3.15753983801621,-1.73771299698867,-1.03968035270204,24.4663911082902
1,0.954503649147227,-3.15753983801621,-1.73771299698867,-0.184308868842384,29.609131327927
2,0.889539316063747,-1.3114785995412,-4.75809283632508,0.967267260167914,28.9379558080122
2,0.6928034061566,-1.3114785995412,-4.75809283632508,-0.108280091234486,26.1530642931428
2,0.640506813768297,-1.3114785995412,-4.75809283632508,-0.69842066759439,25.1085436546461
2,0.994269776623696,-1.3114785995412,-4.75809283632508,-0.27594516842554,28.6046962272738
2,0.655705799115822,-1.3114785995412,-4.75809283632508,1.11464854536198,27.0536695770597
2,0.708530468167737,0.993537518876946,-0.225138624044601,0.550043961214136,33.114161622239
2,0.544066024711356,0.993537518876946,-0.225138624044601,1.23667580008161,31.9927474314475
2,0.59414202044718,0.993537518876946,-0.225138624044601,0.139097857161771,31.4456818264446
2,0.28915973729454,0.993537518876946,-0.225138624044601,0.410275096490425,28.364024893342
2,0.147113647311926,0.993537518876946,-0.225138624044601,-0.558456912348133,25.8337038648698
2,0.963024232536554,-6.04263149376216,-3.92452234728538,0.605370668930333,25.491890090229
2,0.902299045119435,-6.04263149376216,-3.92452234728538,-0.506333542189239,24.1398739348895
2,0.690705278422683,-6.04263149376216,-3.92452234728538,-1.42056550469574,22.388287463941
2,0.795467417687178,-6.04263149376216,-3.92452234728538,0.127992965684126,24.3514283248923
2,0.0246136845089495,-6.04263149376216,-3.92452234728538,1.94585121773144,23.1187342903442
2,0.477795971091837,0.635941300116875,-8.33970968294068,0.800914339573062,22.5430145585975
2,0.758459537522867,0.635941300116875,-8.33970968294068,1.16525338994626,25.8924748266126
2,0.216407935833558,0.635941300116875,-8.33970968294068,0.358855723093152,19.3208481425577
2,0.318181007634848,0.635941300116875,-8.33970968294068,-0.608557178316224,19.4358876587594
2,0.231625785352662,0.635941300116875,-8.33970968294068,-0.202240855110284,18.9216077185534
3,0.142800022382289,3.71002513924971,-1.90113260143881,-0.273248106811925,24.7834111884959
3,0.414546335814521,3.71002513924971,-1.90113260143881,-0.468699779782087,28.31360830418
3,0.413724326295778,3.71002513924971,-1.90113260143881,0.704167283929716,29.4752055967252
3,0.368845450924709,3.71002513924971,-1.90113260143881,-1.19736350236541,26.9583843008714
3,0.152444747742265,3.71002513924971,-1.90113260143881,0.866366132112773,26.055254854567
3,0.13880606344901,6.1127220547213,4.59498304530383,0.864152486225893,32.6956790513936
3,0.233034099452198,6.1127220547213,4.59498304530383,-1.19862235906875,32.1511743599806
3,0.465962450252846,6.1127220547213,4.59498304530383,0.639491997900534,37.7423984920654
3,0.265972640365362,6.1127220547213,4.59498304530383,2.43022665234451,36.3107529260158
3,0.857827715342864,6.1127220547213,4.59498304530383,-0.557215481941608,42.8597071115184
3,0.0458311666734517,3.90352797660176,-2.87673481304196,0.844904241408072,23.6053843364107
3,0.442200074205175,3.90352797660176,-2.87673481304196,-0.782201845619403,27.4892044443057
3,0.798924845643342,3.90352797660176,-2.87673481304196,1.1107114182028,34.3418505477653
3,0.12189925997518,3.90352797660176,-2.87673481304196,0.249824719926562,24.0679196782766
3,0.560947983758524,3.90352797660176,-2.87673481304196,1.65191539162316,31.5743365641862
3,0.20653138961643,2.27032429138788,3.03982161112517,-1.45897072853692,29.1150580095328
3,0.127531650243327,2.27032429138788,3.03982161112517,-0.0512978861253612,29.5533784309013
3,0.753307864302769,2.27032429138788,3.03982161112517,-0.526925176125598,36.7562282212474
3,0.8950453591533,2.27032429138788,3.03982161112517,-0.197264869076299,38.8250535543616
3,0.374462775886059,2.27032429138788,3.03982161112517,-0.629578742686005,32.0050225636144
4,0.665115194628015,-5.18019119734299,-8.08941354144582,-0.833843580535001,19.2824709478682
4,0.0948406609240919,-5.18019119734299,-8.08941354144582,0.57872237461645,17.9464226855424
4,0.383969637798145,-5.18019119734299,-8.08941354144582,-1.08758071407693,17.6736659846898
4,0.27438364457339,-5.18019119734299,-8.08941354144582,1.48403093155628,19.7170940955304
4,0.814640038879588,-5.18019119734299,-8.08941354144582,-1.18620658531375,19.6507891036291
4,0.448516341391951,-1.80452012402035,-0.277809827622697,0.10107915139528,28.4990759736983
4,0.810064353048801,-1.80452012402035,-0.277809827622697,0.532989286826481,31.8940455628637
4,0.812389509519562,-1.80452012402035,-0.277809827622697,0.586735339092625,31.9668473881945
4,0.794342321110889,-1.80452012402035,-0.277809827622697,-0.30174666386638,30.9304600158142
4,0.439831687603146,-1.80452012402035,-0.277809827622697,0.079501995328401,28.4063239122755
4,0.754475158639252,-1.05613936974785,2.59703601971731,0.961264151809677,35.3062208393838
4,0.629221131559461,-1.05613936974785,2.59703601971731,-1.45646591707643,31.7682362089183
4,0.710182401351631,-1.05613936974785,2.59703601971731,-0.781739711532082,33.167068727932
