"","DeerDensity","CowsKilled"
"1",0.619288256857544,4.55014790360348
"2",2.77539051370695,5.8613900071091
"3",2.24705693894066,7.44581563221872
"4",3.83083264343441,4.52554773340164
"5",0.130488608265296,6.11900043674367
"6",0.975857159355655,8.90647445409268
"7",4.40617282409221,3.93500333958947
"8",0.549007967347279,5.32399621988863
"9",4.84275463968515,0.381147265110723
"10",1.92599296453409,10.2474419044522
"11",4.29295703652315,2.35003667263998
"12",4.43692377302796,0.148067080864037
"13",2.4454574927222,6.62106123278511
"14",3.5904590447899,5.0300014673319
"15",2.43352786288597,2.85880346566884
"16",4.94354430469684,0.829457131860743
"17",0.323755647987127,7.44363931769566
"18",0.788313889643177,9.49047869377567
"19",3.92674309201539,5.34550497834891
"20",2.71094144904055,4.3031837026355
"21",2.08273672615178,4.24888681067947
"22",4.99441324500367,3.54772026849742
"23",1.27836558502167,7.03634110941064
"24",2.53937835572287,6.72004513766258
"25",0.394855887861922,6.81354821156028
"26",4.06834182213061,5.73036628427559
"27",1.91089580068365,4.42748114464386
"28",4.01091353967786,3.32799706008222
"29",0.989618183812127,8.49201086363968
"30",4.73199885105714,5.24794436619708
"31",1.72836237121373,2.39462822587951
"32",2.61025123647414,5.60412957755816
"33",0.558440032182261,8.659117991287
"34",4.42987425602041,0.668477116998325
"35",4.7712748660706,4.18997633367984
"36",0.20190381561406,6.14174764359235
"37",2.4680809432175,7.57242508111136
"38",1.13031852408312,7.94664554012216
"39",4.29400169639848,5.24410289359274
"40",2.65467866905965,5.58675998951442
"41",0.0231907540000975,9.70410611431541
"42",1.38780040084384,9.37322865578523
"43",1.62601571530104,10.3064803156102
"44",2.94353138306178,4.99967850744009
"45",1.24842350371182,2.25347431562337
"46",0.215586404083297,7.84746560510469
"47",0.553393937880173,7.85772847901978
"48",3.51876906002872,4.17054024568249
"49",4.69510619412176,4.44147104743239
"50",1.55584509018809,8.46551083884044
