"Age","Sex","Male","MotherSize","FatherSize","Size"
3.58819768112153,"Female",0,-1.15848380488372,4.37593652859671,9.57506362042116
8.09474621899426,"Female",0,3.06619946364556,8.86378845999517,17.8538652769598
4.6807922963053,"Female",0,-0.362078160986017,5.01299487525542,11.5386711063577
8.94715663604438,"Female",0,5.31575892005884,7.93878002776738,20.1802387201989
9.46420555864461,"Female",0,4.23843457298534,9.34475295201395,22.8311563683418
1.41000849450938,"Female",0,-2.07352090106108,1.12961315933914,5.81995305885303
5.75294939242303,"Female",0,-0.795803411807187,6.31593892564351,15.0304105867836
9.03177139954641,"Female",0,4.61638514918248,8.65933264344259,20.9597055966253
5.96291513019241,"Female",0,1.08676937403703,6.93988851687803,14.4133363988643
5.10953261773102,"Female",0,0.325474186474993,4.73495175996401,10.8369017124156
9.6115001081489,"Female",0,4.99113959090878,10.6642115737282,20.9229796140877
5.08000740571879,"Female",0,-0.422316047390514,4.03083039905272,11.7538694351445
7.0981357190758,"Female",0,1.76492833540638,5.83798047431769,16.2243706598723
6.15370061760768,"Female",0,0.135125234500594,9.39474055255009,16.6967624970218
1.92632214399055,"Female",0,-4.14546908248503,1.50946455583011,9.11397707925215
9.09842473361641,"Female",0,4.40195337502067,9.39665232515713,22.2644555112407
3.21478960919194,"Female",0,-1.33700061217863,3.85135928322579,9.16527499080261
1.37853580177762,"Female",0,-3.56845997149188,0.894755176068873,3.42522986891266
3.95128647354431,"Female",0,-0.126446058575948,4.46814851785792,10.3287343652868
9.59053284232505,"Female",0,6.64061752795219,9.95949736971013,21.812870910708
9.00585384457372,"Female",0,3.51482267851719,8.79047333693203,20.9838555748313
7.2352306554094,"Female",0,-0.0739382202314167,7.30052368893471,17.4531966390359
6.76456132391468,"Female",0,2.77029984837693,6.73049407017621,16.8681720848824
9.94842798961326,"Female",0,4.23922722703087,12.0768798886294,20.5115341877926
6.9013521920424,"Female",0,1.21334357557504,6.16001609576957,16.8462718770925
7.37677421350963,"Female",0,3.40234558320633,6.28077794643497,16.46591736648
5.8965942224022,"Female",0,0.611821215351191,5.93438262157328,14.3638953411817
6.34727818402462,"Female",0,0.126560471770081,6.65775893346775,14.967242569693
3.60243763565086,"Female",0,-1.21625888459999,4.03896111456104,10.4819970174331
2.32402282580733,"Female",0,-2.81486853663171,1.86565749309623,7.32580200939527
9.66721809282899,"Female",0,4.67298227872888,8.6038919588578,19.155231869658
9.12069140607491,"Female",0,4.50597180720124,10.3838765821644,21.5428019447136
7.21634750580415,"Female",0,1.84568747401174,6.8666971178506,17.0302300590983
8.1592067591846,"Female",0,3.80358330770343,7.29369389653122,18.13948362929
1.22152316058055,"Female",0,-3.9989634012382,0.985243591639449,5.37131419220708
5.30016373982653,"Female",0,0.631945703742227,5.10298784547798,13.258078694026
7.82613583770581,"Female",0,3.92297485085515,8.93605612741945,18.5762333144868
2.94767142250203,"Female",0,-1.61714708666417,3.03240871469922,10.673574858533
