"Year","MeanYear","Error","Abundance"
1,-5.60475646552213,1.22408179743946,45.6193253319173
1,-5.60475646552213,0.359813827057364,44.7550573615352
1,-5.60475646552213,0.400771450594052,44.7960149850719
1,-5.60475646552213,0.11068271594512,44.505926250423
1,-5.60475646552213,-0.555841134754075,43.8394023997238
1,-5.60475646552213,1.78691313680308,46.182156671281
1,-5.60475646552213,0.497850478229239,44.8930940127071
1,-5.60475646552213,-1.96661715662964,42.4286263778482
1,-5.60475646552213,0.701355901563686,45.0965994360416
1,-5.60475646552213,-0.472791407727934,43.9224521267499
2,-2.3017748948328,-1.06782370598685,46.6304013991804
2,-2.3017748948328,-0.217974914658295,47.4802501905089
2,-2.3017748948328,-1.02600444830724,46.67222065686
2,-2.3017748948328,-0.72889122929114,46.9693338758761
2,-2.3017748948328,-0.625039267849257,47.073185837318
2,-2.3017748948328,-1.68669331074241,46.0115317944248
2,-2.3017748948328,0.837787044494525,48.5360121496617
2,-2.3017748948328,0.153373117836515,47.8515982230037
2,-2.3017748948328,-1.13813693701195,46.5600881681553
2,-2.3017748948328,1.25381492106993,48.9520400262371
3,15.5870831414912,0.426464221476814,66.013547362968
3,15.5870831414912,-0.295071482992271,65.292011658499
3,15.5870831414912,0.895125661045022,66.4822088025363
3,15.5870831414912,0.878133487533042,66.4652166290243
3,15.5870831414912,0.821581081637487,66.4086642231287
3,15.5870831414912,0.688640254100091,66.2757233955913
3,15.5870831414912,0.553917653537589,66.1410007950288
3,15.5870831414912,-0.0619117105767217,65.5251714309145
3,15.5870831414912,-0.305962663739917,65.2811204777513
3,15.5870831414912,-0.380471001012383,65.2066121404789
4,0.70508391424576,-0.694706978920513,50.0103769353252
4,0.70508391424576,-0.207917278019599,50.4971666362262
4,0.70508391424576,-1.26539635156826,49.4396875626775
4,0.70508391424576,2.16895596533851,52.8740398795843
4,0.70508391424576,1.20796199830499,51.9130459125507
4,0.70508391424576,-1.12310858320335,49.5819753310424
4,0.70508391424576,-0.402884835299076,50.3021990789467
4,0.70508391424576,-0.466655353623219,50.2384285606225
4,0.70508391424576,0.779965118336318,51.4850490325821
4,0.70508391424576,-0.0833690664718293,50.6217148477739
5,1.29287735160946,0.253318513994755,51.5461958656042
5,1.29287735160946,-0.028546755348703,51.2643305962608
5,1.29287735160946,-0.0428704572913161,51.2500068943181
5,1.29287735160946,1.36860228401446,52.6614796356239
5,1.29287735160946,-0.225770985659268,51.0671063659502
5,1.29287735160946,1.51647060442954,52.809347956039
5,1.29287735160946,-1.54875280423022,49.7441245473792
5,1.29287735160946,0.584613749636069,51.8774911012455
5,1.29287735160946,0.123854243844614,51.4167315954541
5,1.29287735160946,0.215941568743973,51.5088189203534
6,17.1506498688328,0.379639482759882,67.5302893515927
6,17.1506498688328,-0.502323453109302,66.6483264157235
6,17.1506498688328,-0.33320738366942,66.8174424851634
6,17.1506498688328,-1.01857538310709,66.1320744857257
6,17.1506498688328,-1.07179122647558,66.0788586423572
6,17.1506498688328,0.303528641404258,67.4541785102371
6,17.1506498688328,0.448209778629426,67.5988596474622
6,17.1506498688328,0.0530042267305041,67.2036540955633
6,17.1506498688328,0.922267467879738,68.0729173367125
6,17.1506498688328,2.05008468562714,69.20073455446
7,4.60916205989202,-0.491031166056535,54.1181308938355
7,4.60916205989202,-2.30916887564081,52.2999931842512
7,4.60916205989202,1.00573852446226,55.6149005843543
7,4.60916205989202,-0.709200762582393,53.8999612973096
7,4.60916205989202,-0.688008616467358,53.9211534434247
7,4.60916205989202,1.0255713696967,55.6347334295887
7,4.60916205989202,-0.284773007051009,54.324389052841
7,4.60916205989202,-1.22071771225454,53.3884443476375
7,4.60916205989202,0.18130347974915,54.7904655396412
7,4.60916205989202,-0.138891362439045,54.470270697453
8,-12.6506123460653,0.00576418589988693,37.3551518398345
8,-12.6506123460653,0.38528040112633,37.734668055061
8,-12.6506123460653,-0.370660031792409,36.9787276221422
8,-12.6506123460653,0.644376548518833,37.9937642024535
8,-12.6506123460653,-0.220486561818751,37.1289010921159
8,-12.6506123460653,0.331781963915697,37.6811696178504
8,-12.6506123460653,1.09683901314935,38.446226667084
8,-12.6506123460653,0.435181490833803,37.7845691447685
8,-12.6506123460653,-0.325931585531227,37.0234560684034
8,-12.6506123460653,1.14880761845109,38.4981952723858
9,-6.86852851893526,0.993503855962119,44.1249753370269
9,-6.86852851893526,0.54839695950807,43.6798684405728
9,-6.86852851893526,0.238731735111441,43.3702032161762
9,-6.86852851893526,-0.627906076039371,42.5035654050254
9,-6.86852851893526,1.36065244853001,44.4921239295947
9,-6.86852851893526,-0.600259587147127,42.5312118939176
9,-6.86852851893526,2.18733299301658,45.3188044740813
9,-6.86852851893526,1.53261062618519,44.6640821072499
9,-6.86852851893526,-0.235700359100477,42.8957711219643
9,-6.86852851893526,-1.02642090030678,42.105050580758
10,-4.45661970099958,-0.710406563699301,44.8329737353011
10,-4.45661970099958,0.25688370915653,45.800264008157
10,-4.45661970099958,-0.246691878462374,45.296688420538
10,-4.45661970099958,-0.347542599397733,45.1958376996027
10,-4.45661970099958,-0.951618567265016,44.5917617317354
10,-4.45661970099958,-0.0450277248089203,45.4983525741915
10,-4.45661970099958,-0.784904469457076,44.7584758295433
10,-4.45661970099958,-1.66794193658814,43.8754383624123
10,-4.45661970099958,-0.380226520287762,45.1631537787127
10,-4.45661970099958,0.918996609060766,46.4623769080612
