"Age","Sex","Male","Size"
8.06117739877664,"Female",0,17.8508143772719
1.08486914588138,"Female",0,6.67723409996889
8.01159294508398,"Female",0,15.8052733722689
7.56451586727053,"Female",0,15.7813290482915
6.67118667531759,"Female",0,13.6753080546413
5.32819746970199,"Female",0,11.6112986888605
2.40973166236654,"Female",0,6.98371522326961
1.07393967849202,"Female",0,5.13521570377043
5.07212554803118,"Female",0,12.9289142959161
5.43063995870762,"Female",0,12.1027374379931
4.50628400384448,"Female",0,10.8548221949088
5.18199347704649,"Female",0,11.967940159249
7.41951100644656,"Female",0,16.1152472124581
1.49771733698435,"Female",0,5.8337249407207
4.19304787763394,"Female",0,9.49556609613729
8.22531045624055,"Female",0,17.6785232302834
8.52137953322381,"Female",0,16.4291387263115
3.13974464475177,"Female",0,8.13116419117576
4.18587492359802,"Female",0,9.2897938902904
8.71196878142655,"Female",0,16.0401805942856
8.68387036421336,"Female",0,16.5666267628817
3.66305909864604,"Female",0,9.98897730170229
2.32343492121436,"Female",0,8.37303089296531
7.3359285518527,"Female",0,15.5699635108475
1.93426019395702,"Female",0,6.61046445325932
1.30354995699599,"Female",0,6.00312488540167
9.994640751509,"Female",0,18.4282839563194
1.31387323676609,"Female",0,5.39703532588992
4.04552155383863,"Female",0,10.7760027299395
9.23557385476306,"Female",0,17.0408867192618
6.55511742667295,"Female",0,15.3969113124034
3.57656813832,"Female",0,9.29259653230732
7.64017662708648,"Female",0,15.6318960019331
8.50648878258653,"Female",0,16.1689110100881
3.82843702379614,"Female",0,9.2831445838836
5.43309893039986,"Female",0,11.0960354897556
7.27636389597319,"Female",0,14.7682055332616
6.77316118590534,"Female",0,14.4949277027976
6.79530623485334,"Female",0,14.4524028276091
9.80068064341322,"Female",0,18.075791775476
4.73261801013723,"Female",0,10.4680294385226
2.07464301981963,"Female",0,6.71020555505516
5.7342669412028,"Female",0,13.7982489476813
3.0256601574365,"Female",0,7.62864733962216
5.37770587648265,"Female",0,11.9233175392198
4.33193318638951,"Female",0,12.0197892369274
9.85015162709169,"Female",0,18.6944475323745
4.49487203639001,"Female",0,9.6544354915279
3.06320356298238,"Female",0,8.06298979625432
6.60967791662551,"Female",0,14.3028848580622
2.22886177361943,"Male",1,8.69951770266418
9.7072254489176,"Male",1,8.55049890916017
5.6356462710537,"Male",1,8.72486621269723
2.46763296308927,"Male",1,9.07239731771138
6.59712065639906,"Male",1,10.2788070169167
9.87358748703264,"Male",1,8.92914791028889
7.01894365716726,"Male",1,9.86463959692121
4.7702430721838,"Male",1,9.50460329252045
3.91010493854992,"Male",1,8.90908808359509
8.51729787955992,"Male",1,7.77367839768752
2.29435339267366,"Male",1,8.58310614595798
2.73534352192655,"Male",1,8.60810363748922
9.07064814376645,"Male",1,9.03772354620922
3.77307598874904,"Male",1,10.0401589421335
4.26970489160158,"Male",1,10.8344631790649
8.05551830865443,"Male",1,10.238064847187
2.74040811927989,"Male",1,8.89347922853684
1.15989230689593,"Male",1,7.59477808355389
4.65947079658508,"Male",1,8.6889761087426
5.34850902343169,"Male",1,9.07136577845864
4.79660455160774,"Male",1,9.67601040325395
4.08527921512723,"Male",1,9.77002237478742
8.79834983195178,"Male",1,9.54744754353317
5.09597245859914,"Male",1,7.88378052016043
5.80388386268169,"Male",1,9.67971443650668
9.67458998714574,"Male",1,8.64275422685822
7.97132387873717,"Male",1,9.139842160129
2.87988713709638,"Male",1,9.05964094173899
3.77908149454743,"Male",1,9.3425334119764
9.74208205216564,"Male",1,9.01973998626091
6.26410084147938,"Male",1,7.66601992193147
7.8474126283545,"Male",1,9.58919677181875
4.35438454989344,"Male",1,9.30882125467974
7.9227452010382,"Male",1,8.78747869977742
5.8390946474392,"Male",1,9.09451560883734
9.22595904697664,"Male",1,9.10723091629477
2.66766797704622,"Male",1,9.1768155748488
3.53996575647034,"Male",1,10.312676932782
1.85466171870939,"Male",1,8.82475969685322
2.8943837119732,"Male",1,9.13445230710773
9.79389096656814,"Male",1,9.93470709845527
3.66671957843937,"Male",1,9.84334481870154
7.5338472421281,"Male",1,9.91621048830429
8.07119050831534,"Male",1,8.53802559915236
1.94875971507281,"Male",1,10.6019861842343
3.1563516613096,"Male",1,9.05336069674415
3.43490385147743,"Male",1,10.4934814757655
1.90952644660138,"Male",1,7.91927785117543
2.06122457142919,"Male",1,9.01678686908339
9.92112900270149,"Male",1,9.99993165677537
